group_id,state,group_type,num_members,group_age_months,avg_member_age,literacy_rate_pct,avg_monthly_saving_per_member,total_savings_balance,savings_regularity_pct,meeting_attendance_pct,bank_linkage_duration_months,sb_account_active,num_previous_loans,previous_loan_repayment_ontime_pct,num_defaulters_in_group,current_outstanding_loan_amount,purpose_of_loan,requested_loan_amount,group_cohesion_score,internal_lending_active,eligible_for_loan
SHG21212,Andhra Pradesh,Mixed SHG,12,17,36.3,100.0,59.48,915.11,80.2,81.8,11,Yes,5,60.1,1,25370.32,Small Business,30100.0,6.9,No,0
SHG21213,Odisha,Women SHG,14,15,35.0,60.5,135.36,1824.39,59.0,83.2,12,Yes,2,73.1,1,17139.76,Home Improvement,40600.0,8.8,Yes,1
SHG21214,Telangana,Women SHG,11,50,37.9,58.3,190.82,5347.58,48.2,61.7,32,Yes,4,95.1,1,15034.82,Emergency/Consumption,35700.0,7.6,Yes,0
SHG21215,Karnataka,Farmer Producer Group,12,15,35.2,79.9,99.09,933.95,95.2,71.5,13,Yes,3,69.7,0,8025.24,Small Business,29600.0,6.8,No,1
SHG21216,Odisha,Women SHG,11,11,26.3,82.9,270.91,1716.63,83.4,79.7,10,No,3,95.2,0,19619.44,Small Business,11700.0,6.8,No,1
SHG21217,Telangana,Women SHG,12,28,42.4,82.7,50.01,1325.67,85.2,60.9,15,Yes,0,,0,0.0,Home Improvement,52200.0,8.1,Yes,1
SHG21218,Telangana,Women SHG,12,38,43.5,52.9,36.88,1097.31,82.1,63.5,29,Yes,0,,0,0.0,Emergency/Consumption,99000.0,5.3,Yes,0
SHG21219,Karnataka,Women SHG,12,16,32.5,55.9,88.1,1348.43,59.3,50.3,13,Yes,3,92.3,0,8004.06,Small Business,15900.0,7.7,Yes,0
SHG21220,Bihar,Mixed SHG,11,14,50.8,61.2,28.54,274.69,84.8,90.6,10,Yes,0,,0,0.0,Small Business,22600.0,5.2,Yes,1
SHG21221,Telangana,Women SHG,12,56,37.8,82.0,120.43,4270.43,86.1,73.3,42,Yes,2,83.2,1,13909.17,Education,13500.0,6.2,No,1
SHG21222,West Bengal,Women SHG,17,80,29.9,72.3,107.05,9719.13,70.0,77.5,52,No,3,94.6,0,19446.08,Agriculture,23700.0,6.6,No,1
SHG21223,Telangana,Women SHG,14,8,48.0,55.9,120.08,1075.66,65.1,92.9,5,No,3,68.1,0,6566.24,Small Business,94800.0,8.7,Yes,1
SHG21224,Uttar Pradesh,Women SHG,17,72,46.3,52.2,128.0,8441.05,91.0,49.7,51,Yes,0,,0,0.0,Small Business,5000.0,2.9,Yes,1
SHG21225,Bihar,Women SHG,17,10,47.4,74.5,172.36,2023.36,63.9,94.2,6,Yes,3,80.3,0,8393.54,Agriculture,24100.0,7.9,Yes,1
SHG21226,Karnataka,Mixed SHG,14,8,32.0,76.1,90.49,543.99,81.7,89.5,6,Yes,2,86.2,1,47245.75,Livestock,9900.0,5.9,No,1
SHG21227,Uttar Pradesh,Mixed SHG,14,21,46.0,69.6,131.86,2173.58,86.3,70.2,15,Yes,3,92.6,0,9826.12,Education,61600.0,6.6,No,1
SHG21228,Tamil Nadu,Women SHG,11,12,26.1,61.6,117.2,1092.16,94.6,77.3,11,Yes,2,92.2,1,20492.95,Agriculture,15900.0,5.5,Yes,1
SHG21229,West Bengal,Women SHG,11,28,42.1,44.8,175.7,2833.28,78.0,89.9,21,Yes,0,,0,0.0,Livestock,58300.0,6.2,Yes,0
SHG21230,Uttar Pradesh,Women SHG,12,15,41.5,77.1,33.37,322.16,91.6,89.6,8,Yes,2,82.1,0,14992.01,Home Improvement,7400.0,5.9,No,1
SHG21231,Karnataka,Women SHG,11,4,20.0,28.0,103.01,364.73,73.3,61.9,2,Yes,0,,0,0.0,Small Business,7700.0,9.5,Yes,0
SHG21232,Tamil Nadu,Women SHG,17,10,41.5,80.0,27.75,251.45,80.0,55.0,8,Yes,2,83.2,1,3431.19,Emergency/Consumption,19300.0,4.9,Yes,1
SHG21233,Bihar,Women SHG,11,6,35.7,54.5,71.27,301.76,96.3,78.3,6,Yes,1,49.8,0,2531.69,Livestock,37400.0,6.7,Yes,1
SHG21234,Odisha,Mixed SHG,14,38,34.9,69.6,29.02,1188.2,55.8,76.2,25,Yes,0,,0,0.0,Agriculture,26000.0,7.5,Yes,0
SHG21235,West Bengal,Farmer Producer Group,17,68,40.4,83.2,39.06,3610.67,52.0,26.4,62,No,0,,0,0.0,Small Business,35000.0,7.7,Yes,0
SHG21236,Andhra Pradesh,Women SHG,9,16,33.0,46.1,186.68,1468.99,90.6,93.3,13,No,1,93.9,0,7333.48,Education,50900.0,8.2,Yes,1
SHG21237,Andhra Pradesh,Women SHG,13,20,32.1,46.2,20.0,388.51,76.2,88.3,13,Yes,0,,0,0.0,Agriculture,26500.0,5.7,Yes,1
SHG21238,Karnataka,Farmer Producer Group,8,9,39.9,78.6,254.46,1471.2,80.0,68.2,6,Yes,0,,0,0.0,Livestock,13700.0,5.5,Yes,1
SHG21239,Bihar,Women SHG,9,13,39.6,74.4,187.61,1257.87,97.9,89.9,8,Yes,0,,0,0.0,Agriculture,59500.0,6.6,Yes,1
SHG21240,Kerala,Women SHG,11,60,25.3,71.1,160.49,8291.53,71.3,81.9,30,Yes,4,88.5,0,5845.93,Agriculture,15300.0,5.5,Yes,1
SHG21241,Maharashtra,Women SHG,15,18,49.5,59.0,72.6,1250.09,70.6,76.9,10,Yes,0,,0,0.0,Emergency/Consumption,30600.0,6.1,No,0
SHG21242,Karnataka,Farmer Producer Group,16,34,34.0,32.9,201.78,7096.26,67.2,82.7,18,Yes,2,62.7,0,5793.83,Small Business,37200.0,7.6,No,1
SHG21243,Bihar,Mixed SHG,11,3,34.2,64.6,107.37,210.21,50.6,91.6,3,Yes,0,,0,0.0,Agriculture,15600.0,6.6,Yes,1
SHG21244,Odisha,Women SHG,13,39,30.7,71.4,80.36,2589.66,67.4,62.7,30,Yes,2,71.5,0,10585.76,Livestock,5100.0,4.9,Yes,1
SHG21245,Odisha,Women SHG,10,15,44.0,46.9,47.31,581.14,56.0,57.3,8,Yes,4,45.5,1,6787.09,Small Business,21000.0,5.5,No,0
SHG21246,Karnataka,Women SHG,15,62,45.0,66.0,230.38,17491.23,47.5,89.1,45,No,1,93.7,0,11598.85,Small Business,18800.0,7.7,Yes,0
SHG21247,Telangana,Women SHG,16,29,37.6,48.8,31.42,1026.56,54.8,42.8,24,Yes,1,85.6,0,7192.26,Small Business,37200.0,7.1,Yes,0
SHG21248,Telangana,Farmer Producer Group,11,27,29.3,79.4,167.98,2567.39,91.1,91.9,20,Yes,0,,0,0.0,Education,66300.0,6.7,Yes,1
SHG21249,Kerala,Mixed SHG,13,48,46.9,29.2,163.25,6591.13,57.5,58.4,26,No,2,66.3,0,4896.2,Agriculture,80800.0,8.8,Yes,1
SHG21250,Maharashtra,Mixed SHG,8,9,47.2,69.2,305.46,1623.31,90.5,86.8,8,Yes,2,70.1,0,25611.44,Agriculture,7000.0,7.7,Yes,1
SHG21251,Telangana,Women SHG,16,26,26.2,78.6,55.6,1921.47,71.4,75.9,16,Yes,2,82.1,1,10727.73,Small Business,28500.0,8.8,Yes,1
SHG21252,Maharashtra,Farmer Producer Group,17,46,36.5,38.7,183.65,11663.41,70.2,44.7,38,No,1,68.3,0,14798.55,Home Improvement,44900.0,7.5,Yes,1
SHG21253,Tamil Nadu,Mixed SHG,14,51,41.8,22.5,83.39,3691.78,57.0,56.2,29,Yes,0,,0,0.0,Small Business,34900.0,1.7,No,0
SHG21254,Telangana,Women SHG,17,25,33.6,71.2,52.43,1375.08,86.9,69.6,19,No,1,79.5,0,3003.19,Education,35700.0,6.9,Yes,0
SHG21255,Tamil Nadu,Women SHG,12,10,37.0,52.5,20.0,150.9,66.7,79.4,7,Yes,2,90.4,0,13010.86,Small Business,106600.0,6.3,Yes,1
SHG21256,Uttar Pradesh,Women SHG,12,98,20.0,52.0,50.03,4531.85,61.5,86.8,75,Yes,2,79.5,0,7924.71,Livestock,36400.0,6.9,Yes,1
SHG21257,Kerala,Women SHG,11,83,37.5,45.9,130.26,7728.45,48.3,93.4,57,Yes,5,98.3,0,28182.4,Education,17700.0,6.6,No,1
SHG21258,Bihar,Mixed SHG,15,28,29.5,69.4,36.61,977.41,66.4,54.2,22,Yes,0,,0,0.0,Emergency/Consumption,10500.0,7.3,Yes,1
SHG21259,Maharashtra,Women SHG,13,22,45.3,69.8,115.95,1933.97,69.2,62.2,17,Yes,2,80.9,0,7584.95,Agriculture,69000.0,6.5,No,1
SHG21260,Bihar,Farmer Producer Group,13,33,49.7,69.2,89.75,2293.48,58.7,66.8,22,Yes,1,53.4,2,23361.76,Education,53400.0,8.2,Yes,0
SHG21261,Karnataka,Women SHG,10,3,31.5,57.6,220.2,427.33,82.3,77.7,2,Yes,0,,0,0.0,Home Improvement,17500.0,7.9,No,1
SHG21262,Odisha,Farmer Producer Group,10,93,26.6,68.5,283.86,17546.65,70.2,78.0,81,No,0,,0,0.0,Home Improvement,30700.0,6.8,No,1
SHG21263,Odisha,Women SHG,8,26,25.4,54.4,511.75,8049.33,55.5,88.6,15,Yes,2,71.7,0,10832.88,Emergency/Consumption,15600.0,5.3,No,0
SHG21264,Andhra Pradesh,Women SHG,14,29,40.4,72.1,20.0,460.42,42.9,51.8,24,Yes,1,78.0,0,14674.91,Emergency/Consumption,10900.0,7.4,Yes,0
SHG21265,Bihar,Mixed SHG,11,79,35.6,78.8,218.85,13494.53,87.9,77.1,47,Yes,4,80.9,0,29823.15,Education,10400.0,6.9,No,1
SHG21266,Tamil Nadu,Women SHG,16,38,35.3,73.2,388.06,18606.99,65.1,60.3,27,Yes,0,,0,0.0,Agriculture,19500.0,6.1,Yes,1
SHG21267,Tamil Nadu,Women SHG,13,39,24.6,74.5,51.27,1379.44,90.5,59.3,37,Yes,4,94.7,0,22209.92,Livestock,90700.0,9.4,Yes,1
SHG21268,Telangana,Women SHG,16,43,38.4,79.9,270.33,10267.53,70.8,33.6,36,Yes,2,59.0,1,14376.41,Home Improvement,32800.0,7.4,Yes,1
SHG21269,Tamil Nadu,Mixed SHG,18,28,40.9,39.3,51.97,1521.99,83.5,79.7,18,Yes,0,,0,0.0,Small Business,39400.0,9.9,Yes,0
SHG21270,West Bengal,Women SHG,10,23,54.4,64.3,46.41,667.3,76.4,82.9,17,Yes,2,73.0,0,8068.04,Emergency/Consumption,83400.0,5.1,Yes,0
SHG21271,Telangana,Women SHG,17,33,34.2,55.4,124.44,3648.54,70.4,92.7,21,Yes,1,48.6,0,3802.38,Agriculture,13000.0,5.9,No,1
SHG21272,Odisha,Women SHG,11,21,36.3,60.2,63.43,1137.47,68.6,66.1,11,No,2,79.6,1,5933.5,Agriculture,110600.0,9.2,Yes,0
SHG21273,Maharashtra,Women SHG,13,72,48.4,71.7,86.72,4779.89,62.6,66.0,47,Yes,4,61.0,1,7581.05,Agriculture,31500.0,6.6,Yes,0
SHG21274,Maharashtra,Women SHG,13,41,41.7,46.7,94.78,4160.6,86.4,62.8,33,Yes,0,,0,0.0,Agriculture,14100.0,5.0,Yes,1
SHG21275,Tamil Nadu,Women SHG,13,3,32.2,39.0,22.72,46.13,83.6,69.6,2,Yes,0,,0,0.0,Emergency/Consumption,18500.0,7.3,Yes,0
SHG21276,Telangana,Farmer Producer Group,10,26,50.7,68.6,41.87,740.3,61.7,95.8,20,No,0,,0,0.0,Emergency/Consumption,63200.0,4.5,Yes,1
SHG21277,Odisha,Women SHG,15,10,28.2,85.4,131.9,1194.65,83.2,77.1,7,Yes,2,80.0,1,11879.18,Emergency/Consumption,5000.0,5.8,Yes,1
SHG21278,West Bengal,Women SHG,12,32,40.6,51.7,23.63,689.98,86.6,86.0,19,Yes,1,64.7,0,20486.84,Livestock,38200.0,6.8,Yes,1
SHG21279,Telangana,Women SHG,9,49,24.5,76.1,102.25,3201.92,65.1,97.6,41,Yes,0,,0,0.0,Livestock,32000.0,4.7,Yes,0
SHG21280,Karnataka,Women SHG,14,19,31.4,52.9,206.53,3520.52,67.7,83.2,16,Yes,0,,0,0.0,Agriculture,43500.0,7.6,No,1
SHG21281,Telangana,Women SHG,8,15,24.8,72.5,280.37,1865.83,73.1,78.3,12,Yes,0,,0,0.0,Emergency/Consumption,71300.0,6.5,Yes,1
SHG21282,Kerala,Mixed SHG,9,8,28.3,58.0,106.8,509.56,78.7,65.2,4,Yes,1,85.2,0,4042.97,Agriculture,55600.0,5.2,No,1
SHG21283,Andhra Pradesh,Women SHG,11,38,44.3,47.8,21.18,537.53,54.3,57.0,31,Yes,1,75.8,1,14887.63,Agriculture,54900.0,6.4,No,0
SHG21284,Odisha,Women SHG,11,10,50.0,37.9,60.07,489.64,59.5,46.4,7,No,3,67.6,0,24496.16,Small Business,7300.0,6.9,Yes,0
SHG21285,Andhra Pradesh,Women SHG,8,23,42.0,25.5,155.76,1900.82,54.3,86.1,19,Yes,1,82.1,1,15131.75,Agriculture,29000.0,4.8,Yes,1
SHG21286,Karnataka,Women SHG,14,93,29.2,65.4,72.74,7747.31,83.8,61.1,80,Yes,1,78.9,0,4999.9,Agriculture,61000.0,5.9,Yes,0
SHG21287,West Bengal,Women SHG,14,34,46.6,45.2,214.6,5480.1,78.5,91.8,23,Yes,0,,0,0.0,Agriculture,55300.0,5.0,Yes,1
SHG21288,Karnataka,Mixed SHG,8,33,31.3,50.2,24.3,380.67,40.3,11.1,28,Yes,1,91.3,0,14480.08,Agriculture,24300.0,6.0,No,1
SHG21289,Bihar,Women SHG,14,52,37.8,67.5,212.85,9457.07,86.9,83.7,32,Yes,2,88.7,2,11450.07,Education,51500.0,6.4,Yes,1
SHG21290,Telangana,Women SHG,11,43,42.7,63.5,176.74,4452.16,85.5,77.8,40,Yes,0,,0,0.0,Home Improvement,21900.0,7.2,Yes,1
SHG21291,Tamil Nadu,Women SHG,11,45,34.9,35.3,107.98,3330.12,77.5,85.3,27,No,0,,0,0.0,Home Improvement,31500.0,8.1,No,1
SHG21292,Kerala,Mixed SHG,16,14,38.3,83.4,199.34,3114.93,54.5,62.6,7,Yes,0,,0,0.0,Agriculture,35100.0,5.8,Yes,1
SHG21293,Bihar,Women SHG,9,10,38.3,42.4,79.75,506.93,90.2,70.3,9,Yes,1,84.4,0,19359.87,Livestock,27800.0,5.8,No,1
SHG21294,Kerala,Women SHG,9,53,45.0,53.6,55.88,1831.98,61.1,63.0,39,No,2,94.0,0,15800.61,Agriculture,51400.0,9.6,No,1
SHG21295,Tamil Nadu,Women SHG,14,35,33.8,61.1,116.97,3791.21,82.5,80.8,26,Yes,1,93.1,1,12202.99,Home Improvement,46600.0,7.1,Yes,1
SHG21296,Kerala,Women SHG,16,32,24.9,70.1,113.69,3209.73,82.3,95.5,21,Yes,3,44.5,0,18985.93,Agriculture,22500.0,7.5,No,1
SHG21297,Bihar,Mixed SHG,8,113,52.3,59.9,132.14,7573.56,92.2,66.9,70,Yes,2,84.9,0,13365.15,Agriculture,48600.0,2.4,Yes,1
SHG21298,West Bengal,Women SHG,20,9,48.0,48.5,138.93,2008.54,66.6,77.1,8,Yes,2,77.9,1,7322.67,Small Business,19900.0,5.8,Yes,0
SHG21299,Uttar Pradesh,Women SHG,15,23,36.9,41.7,111.83,3052.39,63.4,74.1,13,Yes,2,92.4,0,14329.65,Education,33600.0,6.2,Yes,1
SHG21300,Odisha,Women SHG,8,20,45.1,18.4,53.68,657.12,92.5,61.2,19,Yes,2,81.7,0,25283.81,Education,38500.0,6.0,No,1
SHG21301,Telangana,Women SHG,19,38,34.5,86.0,57.66,3247.18,58.7,79.1,35,Yes,2,95.7,1,39335.27,Emergency/Consumption,21100.0,7.9,Yes,1
SHG21302,Telangana,Women SHG,10,46,34.3,52.0,114.79,3322.43,81.5,32.7,38,Yes,3,52.9,0,12558.1,Small Business,17100.0,8.2,No,0
SHG21303,Andhra Pradesh,Women SHG,10,13,47.9,80.8,63.7,598.34,85.9,93.1,10,Yes,2,73.6,0,1745.98,Agriculture,14600.0,5.2,Yes,1
SHG21304,Maharashtra,Women SHG,19,31,35.4,75.1,103.12,4686.15,81.7,85.3,25,Yes,0,,0,0.0,Agriculture,34300.0,6.4,No,1
SHG21305,Kerala,Mixed SHG,16,21,31.7,78.8,190.3,3590.22,81.3,52.7,15,Yes,2,82.8,1,10398.1,Small Business,25300.0,2.8,Yes,1
SHG21306,Odisha,Women SHG,12,38,42.8,71.0,105.97,3075.82,55.4,68.9,29,No,3,67.9,0,5405.53,Education,64400.0,8.5,Yes,1
SHG21307,Andhra Pradesh,Women SHG,15,73,30.7,48.5,20.0,1379.52,79.2,81.0,63,Yes,1,42.4,0,16389.27,Agriculture,39000.0,8.7,Yes,1
SHG21308,Bihar,Women SHG,17,10,45.3,81.0,140.09,1585.96,62.4,73.5,5,Yes,2,68.2,0,10964.64,Home Improvement,28500.0,5.9,No,1
SHG21309,Karnataka,Women SHG,18,16,45.4,73.9,50.16,723.83,59.9,80.8,11,Yes,1,79.2,1,38476.79,Small Business,40600.0,7.1,Yes,1
SHG21310,Karnataka,Women SHG,9,73,25.8,88.6,25.37,1194.29,75.7,69.5,42,Yes,2,75.2,0,7734.01,Small Business,39600.0,5.4,No,1
SHG21311,Bihar,Women SHG,12,36,42.3,23.8,43.33,942.78,72.6,63.3,31,No,1,86.2,0,16272.66,Small Business,36400.0,7.6,Yes,1
SHG21312,Andhra Pradesh,Women SHG,13,11,20.0,86.6,87.81,648.51,65.3,67.5,8,Yes,3,47.8,0,38633.77,Small Business,17200.0,4.0,No,0
SHG21313,Odisha,Women SHG,11,46,36.6,65.0,117.13,4823.27,75.7,83.0,34,Yes,1,58.3,0,20290.95,Home Improvement,60900.0,6.8,Yes,0
SHG21314,Bihar,Women SHG,13,64,34.1,27.0,135.55,8373.59,92.5,51.7,40,Yes,2,90.7,1,4905.5,Agriculture,39200.0,7.9,No,0
SHG21315,Odisha,Farmer Producer Group,14,70,43.6,46.6,59.64,3067.91,82.6,99.3,59,Yes,4,93.3,1,11481.68,Home Improvement,50300.0,6.0,Yes,1
SHG21316,Tamil Nadu,Women SHG,10,36,49.2,50.6,182.68,5195.09,53.2,76.2,28,No,0,,0,0.0,Agriculture,24900.0,6.3,No,1
SHG21317,Karnataka,Women SHG,13,26,26.8,39.7,51.71,1198.81,37.4,95.6,14,Yes,2,75.9,2,10313.51,Agriculture,5000.0,7.6,Yes,1
SHG21318,Odisha,Women SHG,11,107,24.1,46.6,57.84,4999.97,71.5,48.8,89,Yes,2,65.5,1,17985.19,Education,18000.0,7.5,Yes,1
SHG21319,Telangana,Women SHG,17,15,49.3,78.2,93.17,1805.7,74.0,76.2,8,No,0,,0,0.0,Agriculture,11100.0,9.9,No,0
SHG21320,Uttar Pradesh,Women SHG,15,35,31.5,53.2,55.63,2026.12,69.7,73.7,31,Yes,1,79.7,1,6085.0,Livestock,20100.0,10.0,Yes,1
SHG21321,Bihar,Women SHG,13,50,25.9,39.5,59.62,2644.82,87.4,48.4,25,Yes,2,84.0,0,19156.51,Small Business,13700.0,5.6,No,1
SHG21322,Maharashtra,Mixed SHG,16,26,53.4,58.9,257.5,6734.78,83.5,94.5,17,Yes,2,58.3,0,11523.19,Small Business,5000.0,6.7,Yes,1
SHG21323,Karnataka,Women SHG,9,29,31.1,48.5,45.26,673.01,59.5,76.3,22,Yes,0,,0,0.0,Small Business,33500.0,6.7,Yes,0
SHG21324,Uttar Pradesh,Women SHG,19,24,41.0,47.3,84.35,2080.23,65.7,90.0,15,Yes,1,98.9,1,23063.89,Agriculture,19700.0,8.8,No,0
SHG21325,Uttar Pradesh,Mixed SHG,10,35,42.7,63.8,358.22,6592.99,60.0,78.0,23,Yes,3,72.1,0,12130.2,Small Business,32700.0,7.4,Yes,1
SHG21326,Uttar Pradesh,Farmer Producer Group,10,40,46.3,46.2,266.2,5555.3,89.1,93.2,35,Yes,0,,0,0.0,Small Business,49200.0,5.0,Yes,0
SHG21327,Bihar,Women SHG,15,24,37.6,34.7,23.15,439.76,62.2,87.2,15,Yes,1,80.6,0,6834.97,Small Business,8700.0,6.3,Yes,0
SHG21328,Telangana,Women SHG,16,35,45.9,74.1,140.92,6273.19,65.3,92.3,20,Yes,0,,0,0.0,Small Business,17600.0,7.0,Yes,1
SHG21329,Kerala,Farmer Producer Group,9,11,38.5,100.0,54.64,435.88,76.5,86.9,9,No,2,43.3,0,5859.47,Education,14300.0,5.0,Yes,0
SHG21330,Maharashtra,Women SHG,13,69,34.7,61.3,115.3,7798.45,69.1,57.0,42,Yes,1,79.6,0,10000.55,Livestock,63600.0,6.4,No,0
SHG21331,Uttar Pradesh,Women SHG,11,22,35.3,62.2,62.27,1211.27,86.5,94.3,15,Yes,3,52.3,0,16454.33,Emergency/Consumption,74600.0,5.8,No,1
SHG21332,Andhra Pradesh,Women SHG,8,21,42.3,65.0,68.38,725.23,73.9,93.1,20,No,2,84.9,0,12370.81,Agriculture,10200.0,4.6,No,1
SHG21333,Tamil Nadu,Women SHG,14,22,44.8,52.9,251.2,5421.04,27.9,61.1,12,Yes,1,81.3,0,15025.68,Livestock,5000.0,6.9,No,1
SHG21334,Karnataka,Women SHG,11,9,39.5,51.0,232.68,1328.58,91.5,80.5,5,Yes,2,30.3,0,24768.44,Small Business,47200.0,7.9,No,1
SHG21335,Maharashtra,Women SHG,16,60,27.9,66.0,20.0,1355.68,95.2,70.9,31,Yes,0,,0,0.0,Livestock,92500.0,6.1,Yes,1
SHG21336,West Bengal,Women SHG,17,71,34.6,58.0,77.42,4794.34,93.4,47.3,63,Yes,1,88.9,1,8613.44,Agriculture,13900.0,9.1,Yes,1
SHG21337,Odisha,Women SHG,14,23,43.4,53.3,167.73,3906.96,79.0,72.0,14,No,0,,0,0.0,Emergency/Consumption,19500.0,7.5,No,1
SHG21338,Maharashtra,Women SHG,14,16,51.7,45.4,38.31,553.32,51.4,54.7,14,Yes,1,79.4,0,3794.18,Livestock,16500.0,7.3,No,0
SHG21339,Uttar Pradesh,Mixed SHG,11,49,47.2,66.5,154.41,5932.73,75.9,66.1,32,Yes,1,54.6,0,9582.55,Agriculture,17000.0,6.0,Yes,1
SHG21340,Karnataka,Women SHG,11,3,38.9,55.5,20.0,52.09,75.3,51.8,3,Yes,0,,0,0.0,Education,15000.0,4.5,Yes,0
SHG21341,West Bengal,Women SHG,11,21,56.5,79.1,106.63,1645.22,67.3,70.3,20,Yes,1,38.0,0,331.67,Agriculture,21300.0,7.4,Yes,0
SHG21342,Tamil Nadu,Women SHG,13,79,43.4,41.6,20.0,1561.79,78.3,89.5,60,Yes,2,78.3,0,19465.39,Small Business,70300.0,5.8,Yes,1
SHG21343,Odisha,Women SHG,11,20,29.9,38.7,235.79,3017.29,35.0,82.4,12,Yes,0,,0,0.0,Agriculture,19600.0,4.6,Yes,0
SHG21344,Bihar,Women SHG,16,29,23.6,82.4,483.0,16991.99,28.3,82.3,22,Yes,3,74.0,0,10280.88,Agriculture,25300.0,7.2,No,1
SHG21345,Bihar,Farmer Producer Group,14,15,34.1,54.0,88.8,1408.69,94.1,77.5,11,Yes,3,43.8,1,23927.23,Small Business,23500.0,8.6,Yes,1
SHG21346,Kerala,Women SHG,14,11,33.8,52.2,109.06,1369.38,77.2,84.5,6,Yes,1,96.6,2,11341.97,Agriculture,33700.0,9.9,No,1
SHG21347,Bihar,Women SHG,13,16,21.4,80.9,129.55,2150.72,89.2,57.1,9,Yes,2,73.6,0,1910.55,Small Business,32300.0,7.9,Yes,1
SHG21348,West Bengal,Women SHG,16,48,37.7,38.5,101.54,4662.37,88.1,76.0,45,No,2,61.3,0,6511.33,Small Business,25600.0,6.6,No,1
SHG21349,Bihar,Women SHG,19,16,37.4,72.0,50.14,916.66,48.6,86.1,13,No,2,77.0,1,5948.57,Small Business,46900.0,7.7,No,0
SHG21350,West Bengal,Mixed SHG,10,24,29.4,64.7,140.94,1789.68,53.9,66.9,19,No,2,88.6,0,16371.28,Agriculture,93200.0,9.1,Yes,0
SHG21351,Tamil Nadu,Women SHG,12,12,39.3,43.3,42.0,339.19,74.8,95.0,9,Yes,4,68.4,0,12911.32,Emergency/Consumption,39200.0,5.7,Yes,1
SHG21352,West Bengal,Women SHG,14,15,31.5,42.8,69.05,1145.39,50.8,84.0,14,Yes,0,,0,0.0,Emergency/Consumption,59700.0,4.8,Yes,1
SHG21353,Bihar,Women SHG,16,21,34.8,64.3,146.68,3648.9,77.2,91.9,12,Yes,3,75.3,0,12324.08,Agriculture,11000.0,6.8,Yes,1
SHG21354,Maharashtra,Mixed SHG,10,17,57.8,60.8,20.0,269.99,71.2,46.8,14,Yes,2,86.8,1,2493.48,Home Improvement,8600.0,8.5,Yes,1
SHG21355,Andhra Pradesh,Women SHG,9,42,33.5,68.3,81.82,1873.05,57.8,67.8,38,Yes,1,59.9,0,22447.68,Agriculture,69000.0,7.7,No,1
SHG21356,Tamil Nadu,Mixed SHG,12,23,40.5,57.7,224.14,3810.87,79.0,90.1,14,No,0,,0,0.0,Emergency/Consumption,26000.0,6.7,No,0
SHG21357,Odisha,Mixed SHG,14,24,33.3,68.6,51.71,925.39,84.8,66.5,13,Yes,1,80.0,0,1549.15,Agriculture,8300.0,4.1,No,1
SHG21358,Maharashtra,Women SHG,12,8,23.1,65.7,117.68,666.44,56.7,47.4,5,Yes,1,50.7,0,5942.73,Agriculture,22900.0,4.8,Yes,1
SHG21359,Tamil Nadu,Mixed SHG,14,40,38.9,64.5,66.71,2283.78,94.0,83.4,25,Yes,0,,0,0.0,Small Business,51700.0,6.8,Yes,1
SHG21360,West Bengal,Women SHG,16,12,39.0,59.0,91.25,1377.06,89.5,89.8,9,Yes,3,85.8,1,21335.8,Small Business,24400.0,8.5,Yes,1
SHG21361,West Bengal,Women SHG,10,14,47.5,78.7,136.43,1281.07,78.5,69.8,7,No,0,,0,0.0,Livestock,59600.0,7.6,Yes,0
SHG21362,Uttar Pradesh,Women SHG,8,63,46.0,50.9,20.0,758.41,50.1,77.8,34,Yes,2,60.8,0,34438.28,Home Improvement,34600.0,5.5,No,0
SHG21363,Tamil Nadu,Women SHG,9,53,29.3,77.6,128.48,3222.93,71.2,79.7,50,Yes,2,45.1,0,13482.9,Agriculture,53000.0,6.3,No,0
SHG21364,West Bengal,Women SHG,15,18,47.5,44.7,59.36,1076.49,69.2,69.4,9,No,3,53.1,2,7112.05,Emergency/Consumption,17700.0,7.6,Yes,0
SHG21365,Tamil Nadu,Mixed SHG,16,29,22.7,79.9,172.86,5768.09,85.9,72.1,19,No,4,95.6,0,12851.75,Agriculture,8500.0,4.6,Yes,1
SHG21366,Karnataka,Women SHG,14,13,49.6,34.8,79.55,810.24,42.1,48.0,7,Yes,2,82.0,1,27294.49,Livestock,8500.0,6.3,No,0
SHG21367,Odisha,Women SHG,14,46,42.5,58.6,175.18,7564.62,87.1,79.1,34,Yes,3,58.0,0,5825.31,Small Business,55100.0,9.3,Yes,1
SHG21368,Andhra Pradesh,Mixed SHG,11,30,38.6,69.2,83.86,2014.54,77.1,88.7,17,No,3,61.4,0,7289.65,Agriculture,28800.0,7.1,No,0
SHG21369,Karnataka,Women SHG,14,27,33.8,49.5,305.56,7588.22,70.5,76.6,14,Yes,2,79.9,1,10357.89,Agriculture,35600.0,4.6,Yes,1
SHG21370,Kerala,Women SHG,15,33,38.7,84.5,213.26,5409.71,70.9,66.2,27,Yes,1,86.0,0,9020.84,Agriculture,35200.0,7.1,Yes,1
SHG21371,West Bengal,Women SHG,12,22,44.7,33.3,167.28,2656.46,94.5,82.3,16,Yes,4,76.4,0,5462.79,Livestock,22500.0,6.8,No,1
SHG21372,Andhra Pradesh,Women SHG,11,92,35.7,53.2,162.85,10182.29,74.6,70.4,61,Yes,2,85.6,0,49569.25,Agriculture,27600.0,9.2,No,1
